security_no,segment,suggested_action,churn_probability
D3UCA5Q,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.91
1ZDJ400,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
SS5J844,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
F6R86S2,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
TIB6M3Z,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
VSQINW5,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
60RITBK,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
6OPQI56,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
86CHJHX,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.12
03Z0700,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
FLZUKXW,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
YY48XUH,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
GYEVV96,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
VUZEZFQ,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
FTDL1AQ,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
L1JGTFY,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.04
4891KXL,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.76
3GYJBHY,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.07
U6JFVPO,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.73
DJTVT62,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
OJZYDBB,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.91
OY4GZ2T,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
OXPABER,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.22
9FBUKZP,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.94
G7VSENR,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
4BPPUUP,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
2TJWG9C,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.06
TB435VI,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.1
KV99OYJ,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.97
FRRTREI,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.93
0KG4DXL,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
JW8V2SL,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
34TJNZE,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.9
NP978GU,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.94
8R5IQZB,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
SXF6BAB,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
ESMN3A8,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
1R2EBKN,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
K68Z9BE,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
3TNQ6L0,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.12
J7LKK6J,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.94
MNX0J7Z,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
4SOANCB,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.96
4527BP1,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.83
0M6IZ0V,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.9
J4694KN,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.91
XJ8ATON,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.93
J2U0OUF,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
QX5U801,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
Q44O0JQ,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
5ZZ6G8Z,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
GKO3XK9,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.82
SXA29ZX,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.97
CLK1TZ9,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.94
188KXK2,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.93
5SR5A1R,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
XWSLCU3,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.97
3PT34V8,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.84
IFDUDLW,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.86
OYEGMZK,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
3UVVQ8H,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
LJBC32B,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
4Z9VWV6,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
SFBLQK4,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
LH0A3U7,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
NCM574L,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
UT2R5L6,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
HV3HA3T,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.94
1VM3K1B,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.94
JBFIF55,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.8
9KARU6Q,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
Z2JQKGK,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
QA89EH8,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
9IFO32P,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.92
9QU0CRM,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.07
RWANISU,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
2AZTL1I,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
Z9K0DJG,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.24
R4DLLDI,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
1VJY8TV,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.08
54O3KBQ,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
2BQ6G3Y,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
48UWKZ9,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
JKRFD7H,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.97
I0ATP42,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.86
9GSO27X,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
4VPLVUW,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.93
NKQ06E3,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
IMNV514,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
P74B29P,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
62EB0SE,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.81
F17HUNA,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
1DXTS87,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
GPIP7CK,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.06
FREK6QC,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.08
BX48VBT,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
3GM3OJ1,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
ZFXGMBS,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
S5BTTW5,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.95
KJBCPX4,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
RPKU3JM,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
IS7OGWN,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.36
0KB2J75,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
Y5S6ACS,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
JKIBH6P,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.03
NVVT8K8,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.29
8D2QRHV,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
JWSZKDB,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
YQC2A8P,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
2E4I88Y,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
1F4WHN0,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
DW8KIKW,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
YK7NBEB,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.07
QSP019E,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.81
OAF7N2N,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.14
K7QS7KP,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.92
RURI5ZG,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
5UJYX3N,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.22
7EMONQ7,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.07
XR5J9CO,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
QY3MG5E,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
B62FOZU,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.94
IIM7G68,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
VMF6751,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
Z9SI94C,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
EJESDN3,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.9
MEI1NUR,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
UTCO1JM,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
IYZCDEF,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
MXD3513,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
I1N2CU9,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.91
VCRKNGV,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.97
SC3ZSF4,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
HH3086Z,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
W5NM5VE,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
M5OYGY9,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.95
WV0LB6W,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.44
BJ9XF9K,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
I9EO66B,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
53IICP6,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.25
ICOB0TL,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
BZ3EGVB,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
7YZ66UH,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.77
ZGBJAT9,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.91
JTU7T81,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.04
0SZWX2H,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
H1B171R,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
446ODXN,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
NR7696L,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
V2IYYI7,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
1FZ33CO,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.94
06VCMR0,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.17
5C5OH5L,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
1IR91QB,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
DLG2P9Y,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
3Z7IJ0C,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
5R58J1L,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.96
RLZCGN1,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.94
II7PYUW,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.76
6TI4B55,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
6E7HV0Y,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.91
7Q12D59,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.94
IK7Z0R4,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
GKL93UM,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.0
VVCMIGE,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.02
6725MV4,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
FTIOVJM,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
4LLLL7R,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
MCMKAX5,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
FGOSKZT,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
ON7SJF9,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
5KQ1WL7,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.91
D9JL117,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
6F0EEV6,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
L5LE5EA,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
YZKSF5W,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.94
HYQWK7O,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
M42QEZC,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
GUQBH6A,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
BBIXKDE,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
FNG2ZVY,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
V4IDEMS,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
MA9AMIE,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
X250ZZY,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
JQ0TMM3,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.86
GKCLMD1,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.05
AR6D40L,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
RSK0D87,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
DY7PSAE,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.96
EA93UYO,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.94
S4LFXOZ,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
PYOA0X7,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
K9SAI4C,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.89
ALDQPKM,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
NWB8IWG,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
KL1DHR7,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
215WXTZ,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.85
4DER1FF,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
CDHTAML,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.04
HBFYSDN,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
L21Z1DR,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
V12PKEM,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
6N15FIB,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
C2POYSQ,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
UD3L5VV,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
Y6UB8DH,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
9PXV2SL,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
93YDBFX,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
MEWZ2FG,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.04
NBE39CB,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
K104R7C,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
Q8GHH6X,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
OG3EJT1,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.04
U20QT1S,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
8SO02XN,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
88TL84W,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.94
BFS8NSD,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
5PB5KSI,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.94
JN1JE7H,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.04
MLWZOQA,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
7CQH7YY,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
GWIKQKV,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.86
M2X7ZJB,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
UUFNVVJ,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
9LAYL8V,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.93
RFKNJQP,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
