age,gender,security_no,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score,tenure_days,value_segment,engagement_segment,price_sensitivity,support_risk,profile_tags,churn_probability,segment,prob_Histo,prob_RF,customer_id,top_drivers,last_purchase_days,lifetime_value,avg_order_value,category_affinity,support_tickets
16,1,QD3HX2Q,3,0,0.0,0,1,0,8.0,645.04,22573.47,16.0,553.13,0,1,0,1,0,1,227,medium,high,high,0,value_medium;engagement_high;price_sensitive,0.9730411947501326,Standard-At-Risk,0.010418097096505461,0.01,QD3HX2Q,low loyalty points; low average order value; short tenure,8.0,5124177.69,22573.47,0,0
20,1,07CQ2BI,3,0,1.0,0,3,2,13.0,284.94,21414.92,10.0,553.23,1,0,1,2,2,1,226,medium,medium,normal,1,value_medium;engagement_medium;support_risk,0.9730411947501326,Standard-At-Risk,0.9527735168724276,0.98,07CQ2BI,low loyalty points; low average order value; short tenure,13.0,4839771.92,21414.92,0,1
42,1,ZHXB0D8,3,2,0.0,0,2,0,2.0,67.08,13679.24,22.0,535.62,0,1,0,1,7,1,503,low,high,high,0,value_low;engagement_high;price_sensitive,0.9730406195551722,Standard-At-Risk,0.9641150969393928,0.93,ZHXB0D8,low loyalty points; low average order value; short tenure,2.0,6880657.72,13679.24,0,0
11,0,N09IQ5D,0,0,1.0,1,1,2,19.0,259.11,20983.16,12.0,538.51,1,1,1,0,7,1,4,medium,low,high,1,value_medium;engagement_low;price_sensitive;support_risk,0.9730387357032261,Standard-At-Risk,0.009487975477220913,0.02,N09IQ5D,low loyalty points; low average order value; short tenure,19.0,83932.64,20983.16,1,1
38,1,8IAMCNV,0,0,0.0,0,3,2,12.0,34.4,28996.64,16.0,674.17,0,1,0,1,1,1,920,medium,medium,high,0,value_medium;engagement_medium;price_sensitive,0.9730372047942981,Standard-At-Risk,0.9378717464417997,0.98,8IAMCNV,low loyalty points; high average order value; long tenure,12.0,26676908.8,28996.64,0,0
55,0,JPKAS9B,1,2,1.0,1,1,1,14.0,100.57,31673.73,26.0,697.62,1,0,1,0,0,1,287,medium,medium,normal,1,value_medium;engagement_medium;support_risk,0.973037001402367,Standard-At-Risk,0.9674225603946712,0.99,JPKAS9B,low loyalty points; high average order value; short tenure,14.0,9090360.51,31673.73,1,1
58,0,99KIECC,0,0,1.0,2,2,2,11.0,329.1,6964.04,29.0,697.62,0,1,0,1,1,1,981,low,medium,high,0,value_low;engagement_medium;price_sensitive,0.9730362799166071,Standard-At-Risk,0.34028334083863065,0.2,99KIECC,low loyalty points; low average order value; long tenure,11.0,6831723.24,6964.04,2,0
47,1,YQ4H7CQ,1,0,1.0,0,1,1,13.0,327.11,5706.19,10.0,628.33,1,0,1,3,1,1,62,low,medium,high,1,value_low;engagement_medium;price_sensitive;support_risk,0.9730354414949326,Standard-At-Risk,0.0007915929786461817,0.0,YQ4H7CQ,low loyalty points; low average order value; short tenure,13.0,353783.77999999997,5706.19,0,1
15,0,53JZRV2,0,1,1.0,2,2,0,13.0,1442.07,45479.2,18.0,628.55,0,1,1,0,7,1,87,high,medium,high,1,value_high;engagement_medium;price_sensitive;support_risk,0.9730342311261303,Standard-At-Risk,0.010888657701156653,0.09,53JZRV2,low loyalty points; high average order value; short tenure,13.0,3956690.4,45479.2,2,1
52,0,NQWXVTG,0,2,0.0,0,2,1,11.0,189.27,49217.39,8.0,697.62,0,1,0,1,0,1,969,high,medium,high,0,value_high;engagement_medium;price_sensitive,0.9730303956003935,Standard-At-Risk,0.0003828604505724336,0.0,NQWXVTG,low loyalty points; high average order value; long tenure,11.0,47691650.91,49217.39,0,0
16,1,VI4ED8C,2,0,0.0,2,2,2,20.0,33.39,17015.46,13.0,87.2006745,1,0,0,1,2,1,162,low,low,high,0,value_low;engagement_low;price_sensitive,0.9730290051091667,Standard-At-Risk,0.0023319921266593603,0.0,VI4ED8C,low loyalty points; low average order value; short tenure,20.0,2756504.52,17015.46,2,0
29,1,KIDKGAV,1,0,0.0,1,2,1,8.0,205.52,14819.78,17.0,547.09,1,0,1,0,7,1,119,low,high,high,1,value_low;engagement_high;price_sensitive;support_risk,0.9730268495735245,Standard-At-Risk,0.015385964662384975,0.03,KIDKGAV,low loyalty points; low average order value; short tenure,8.0,1763553.82,14819.78,1,1
44,0,198PAH6,2,2,1.0,2,2,2,9.0,190.63,33190.86,15.0,637.77,1,0,1,3,2,1,214,medium,high,normal,1,value_medium;engagement_high;support_risk,0.973025038272056,Standard-At-Risk,0.46853776211789194,0.83,198PAH6,low loyalty points; high average order value; short tenure,9.0,7102844.04,33190.86,2,1
53,0,MP66XB6,3,2,0.0,0,1,1,18.0,485.69,1734.19,8.0,667.59,0,1,0,1,2,1,198,low,low,high,0,value_low;engagement_low;price_sensitive,0.9730202735842367,Standard-At-Risk,0.002245621733298704,0.0,MP66XB6,low loyalty points; low average order value; short tenure,18.0,343369.62,1734.19,0,0
10,1,28QLUIN,0,5,0.0,1,2,1,9.0,33.02,38833.43,16.0,613.5,0,1,0,1,1,1,882,high,high,high,0,value_high;engagement_high;price_sensitive,0.9730139019314744,Standard-At-Risk,0.928521478292941,0.22,28QLUIN,low loyalty points; high average order value; long tenure,9.0,34251085.26,38833.43,1,0
39,1,18OSPOO,1,0,0.0,2,3,1,8.0,417.99,37839.02,16.0,654.7996673,0,1,0,1,0,1,410,high,high,high,0,value_high;engagement_high;price_sensitive,0.9730127066484813,Standard-At-Risk,0.975737139774607,0.96,18OSPOO,low loyalty points; high average order value; short tenure,8.0,15513998.2,37839.02,2,0
63,1,7U32U4I,3,2,0.0,2,2,2,17.0,31.71,13467.31,7.0,631.29,1,0,1,4,7,1,600,low,low,high,1,value_low;engagement_low;price_sensitive;support_risk,0.9730116857774992,Standard-At-Risk,0.33677558619046827,0.77,7U32U4I,low loyalty points; low average order value; long tenure,17.0,8080386.0,13467.31,2,1
34,1,4NUDIRS,3,0,0.0,0,1,1,9.0,62.93,46390.53,15.0,537.29,1,0,1,0,7,1,416,high,high,normal,1,value_high;engagement_high;support_risk,0.9730106404315734,Standard-At-Risk,0.9570177057052289,0.95,4NUDIRS,low loyalty points; high average order value; short tenure,9.0,19298460.48,46390.53,0,1
34,1,YGNFFTQ,1,2,0.0,0,2,2,7.0,33.97,4956.05,27.0,539.47,1,0,0,1,7,1,261,low,high,high,0,value_low;engagement_high;price_sensitive,0.9730106398400702,Standard-At-Risk,0.9640523447100259,0.95,YGNFFTQ,low loyalty points; low average order value; short tenure,7.0,1293529.05,4956.05,0,0
49,1,X4N2YF7,3,2,1.0,1,2,0,15.0,250.04,6059.22,22.0,958.7456755,0,1,0,1,3,0,582,low,low,high,0,value_low;engagement_low;price_sensitive,0.973010333705805,VIP-At-Risk,0.0006834160560649761,0.01,X4N2YF7,high loyalty points; low average order value; long tenure,15.0,3526466.04,6059.22,1,0
33,0,N35F5JC,1,2,0.0,0,2,1,15.0,275.27,20391.3,29.0,675.63,0,1,0,1,3,1,421,medium,low,high,0,value_medium;engagement_low;price_sensitive,0.9730100248676423,Standard-At-Risk,0.9568684228506551,0.97,N35F5JC,low loyalty points; low average order value; short tenure,15.0,8584737.299999999,20391.3,0,0
12,0,93KKSDB,3,5,1.0,2,2,2,5.0,31.02,28320.45,15.0,650.77,0,1,1,2,3,1,1048,medium,high,high,1,value_medium;engagement_high;price_sensitive;support_risk,0.9730076152549089,Standard-At-Risk,0.000541478657793492,0.02,93KKSDB,low loyalty points; high average order value; long tenure,5.0,29679831.6,28320.45,2,1
31,1,5BBMRL6,0,0,1.0,1,3,0,16.0,47.19,25249.83,26.0,658.44,1,0,0,1,3,1,511,medium,low,normal,0,value_medium;engagement_low,0.973004801717463,Standard-At-Risk,0.968711703873552,1.0,5BBMRL6,low loyalty points; low average order value; short tenure,16.0,12902663.13,25249.83,1,0
15,1,P3H140F,1,2,1.0,3,2,0,17.0,96.33,10660.52,16.0,668.91,0,1,0,1,3,1,110,low,low,high,0,value_low;engagement_low;price_sensitive,0.9730046163704765,Standard-At-Risk,0.5434537176269093,0.86,P3H140F,low loyalty points; low average order value; short tenure,17.0,1172657.2,10660.52,3,0
47,0,6N9DHVR,3,0,0.0,1,1,1,16.0,33.93,41461.41,17.0,709.41,1,0,1,2,3,1,459,high,low,normal,1,value_high;engagement_low;support_risk,0.9730046157518041,VIP-At-Risk,0.9735427811146838,0.98,6N9DHVR,high loyalty points; high average order value; short tenure,16.0,19030787.19,41461.41,1,1
64,1,MNCECW9,0,2,0.0,2,1,2,14.0,224.78,40200.48,13.0,626.44,1,1,1,3,3,1,383,high,medium,high,1,value_high;engagement_medium;price_sensitive;support_risk,0.9730023750872114,Standard-At-Risk,0.002552323585608461,0.01,MNCECW9,low loyalty points; high average order value; short tenure,14.0,15396783.840000002,40200.48,2,1
21,0,5UG3XMX,0,2,0.0,0,1,2,12.0,426.32,44370.54,10.0,717.22,1,0,1,2,7,1,105,high,medium,normal,1,value_high;engagement_medium;support_risk,0.9730007821876027,VIP-At-Risk,0.964619104729227,1.0,5UG3XMX,high loyalty points; high average order value; short tenure,12.0,4658906.7,44370.54,0,1
25,1,WYRUGU3,0,2,1.0,0,2,2,12.0,83.79,25459.91,17.0,652.61,1,0,0,1,3,1,188,medium,medium,normal,0,value_medium;engagement_medium,0.9730004316983307,Standard-At-Risk,0.002825665837049214,0.0,WYRUGU3,low loyalty points; low average order value; short tenure,12.0,4786463.08,25459.91,0,0
26,1,MF8AQD0,0,2,1.0,2,2,0,16.0,33.73,29069.21,23.0,611.31,0,1,1,2,0,1,306,medium,low,high,1,value_medium;engagement_low;price_sensitive;support_risk,0.9729998109684785,Standard-At-Risk,0.38467985961255746,0.78,MF8AQD0,low loyalty points; high average order value; short tenure,16.0,8895178.26,29069.21,2,1
29,1,WWDIB5H,0,2,1.0,2,3,1,13.0,1053.782364,43889.21,16.0,669.93,1,0,1,2,2,1,854,high,medium,normal,1,value_high;engagement_medium;support_risk,0.9729992985862571,Standard-At-Risk,0.9697913736363876,0.97,WWDIB5H,low loyalty points; high average order value; long tenure,13.0,37481385.339999996,43889.21,2,1
64,1,AKGLMKB,1,0,0.0,0,1,1,8.0,246.62,37250.64,20.0,590.68,1,1,0,1,1,1,373,high,high,high,0,value_high;engagement_high;price_sensitive,0.9729959723280086,Standard-At-Risk,0.01720004402225452,0.08,AKGLMKB,low loyalty points; high average order value; short tenure,8.0,13894488.72,37250.64,0,0
54,1,T5844L1,3,2,1.0,2,1,0,20.0,183.88,12916.76,8.0,695.77,1,0,1,2,2,1,861,low,low,high,1,value_low;engagement_low;price_sensitive;support_risk,0.9729922141324062,Standard-At-Risk,0.9708610300170583,0.94,T5844L1,low loyalty points; low average order value; long tenure,20.0,11121330.36,12916.76,2,1
15,1,0D3JBCH,1,2,1.0,2,1,0,12.0,33.85,24114.72,0.0,624.57,0,1,0,1,0,1,351,medium,medium,high,0,value_medium;engagement_medium;price_sensitive,0.9729918432824839,Standard-At-Risk,0.9580541873539955,0.94,0D3JBCH,low loyalty points; low average order value; short tenure,12.0,8464266.72,24114.72,2,0
49,0,GLR7U5W,3,2,1.0,1,1,2,13.0,161.4,23093.46,16.0,595.47,0,1,0,1,0,1,236,medium,medium,high,0,value_medium;engagement_medium;price_sensitive,0.9729918042016674,Standard-At-Risk,0.9700962364643314,0.98,GLR7U5W,low loyalty points; low average order value; short tenure,13.0,5450056.56,23093.46,1,0
39,1,BX60BVM,2,2,0.0,1,2,0,8.0,33.16,12686.31,19.0,581.3,1,0,1,4,3,1,28,low,high,high,1,value_low;engagement_high;price_sensitive;support_risk,0.9729909528838477,Standard-At-Risk,0.5069644740167671,0.06,BX60BVM,low loyalty points; low average order value; short tenure,8.0,355216.68,12686.31,1,1
48,0,BHZ740H,0,2,0.0,2,3,2,17.0,81.09,25087.83,22.0,622.6,0,1,1,3,3,1,98,medium,low,high,1,value_medium;engagement_low;price_sensitive;support_risk,0.972988214338347,Standard-At-Risk,0.9692821521260934,0.99,BHZ740H,low loyalty points; low average order value; short tenure,17.0,2458607.3400000003,25087.83,2,1
43,1,O2JUCK6,0,2,0.0,1,2,2,11.0,58.73,2364.07,6.0,660.55,1,0,1,4,0,1,220,low,medium,high,1,value_low;engagement_medium;price_sensitive;support_risk,0.9729817898198072,Standard-At-Risk,0.0003289778359881747,0.0,O2JUCK6,low loyalty points; low average order value; short tenure,11.0,520095.4,2364.07,1,1
53,1,HZAQWFA,0,2,1.0,2,1,0,23.0,48.71,39845.45,16.0,696.64,1,0,1,2,1,1,799,high,low,normal,1,value_high;engagement_low;support_risk,0.9729779842231268,Standard-At-Risk,0.9685704823808504,0.99,HZAQWFA,low loyalty points; high average order value; long tenure,23.0,31836514.549999997,39845.45,2,1
50,0,7H5V6YO,0,0,1.0,2,2,1,5.0,36.78,49122.46,16.0,581.31,1,0,1,3,2,1,420,high,high,normal,1,value_high;engagement_high;support_risk,0.9729758781101043,Standard-At-Risk,0.9698482362813345,0.89,7H5V6YO,low loyalty points; high average order value; short tenure,5.0,20631433.2,49122.46,2,1
51,1,T0SHAYF,0,0,0.0,0,1,0,18.0,118.74,20230.34,13.0,675.76,1,0,1,0,0,1,311,medium,low,normal,1,value_medium;engagement_low;support_risk,0.9729730737580493,Standard-At-Risk,0.9669923267742347,1.0,T0SHAYF,low loyalty points; low average order value; short tenure,18.0,6291635.74,20230.34,0,1
38,1,85OMNAG,1,2,0.0,1,2,0,13.0,950.9487192,21895.24,13.0,677.02,0,1,0,1,3,1,998,medium,medium,high,0,value_medium;engagement_medium;price_sensitive,0.972972645195862,Standard-At-Risk,0.0006853481903493234,0.01,85OMNAG,low loyalty points; low average order value; long tenure,13.0,21851449.520000003,21895.24,1,0
20,1,YOYYYK6,0,0,0.0,2,2,2,4.0,30.9,31554.83,28.0,614.74,0,1,0,1,2,1,76,medium,high,high,0,value_medium;engagement_high;price_sensitive,0.9729726340460904,Standard-At-Risk,0.953584829532424,0.97,YOYYYK6,low loyalty points; high average order value; short tenure,4.0,2398167.08,31554.83,2,0
58,1,NAJNIBW,1,0,0.0,2,3,2,10.0,494.95,24186.15,13.0,0.0,0,1,1,4,2,1,873,medium,high,high,1,value_medium;engagement_high;price_sensitive;support_risk,0.9729721030355962,Standard-At-Risk,0.9611684577467244,0.98,NAJNIBW,low loyalty points; low average order value; long tenure,10.0,21114508.950000003,24186.15,2,1
28,1,RJDGFBV,0,2,1.0,2,2,1,18.0,237.83,45397.54,8.0,709.16,1,1,0,1,0,1,362,high,low,high,0,value_high;engagement_low;price_sensitive,0.9729715623940453,VIP-At-Risk,0.004092647651806717,0.0,RJDGFBV,high loyalty points; high average order value; short tenure,18.0,16433909.48,45397.54,2,0
45,1,LSW72VN,2,2,0.0,1,3,1,17.0,41.25,5514.68,9.0,567.28,1,0,1,4,1,1,202,low,low,high,1,value_low;engagement_low;price_sensitive;support_risk,0.9729709055099219,Standard-At-Risk,0.9681393190626953,0.99,LSW72VN,low loyalty points; low average order value; short tenure,17.0,1113965.36,5514.68,1,1
21,1,7YGH01I,0,2,1.0,0,1,2,15.0,42.2,4209.97,26.0,622.34,0,1,1,4,3,1,513,low,low,high,1,value_low;engagement_low;price_sensitive;support_risk,0.9729708467530087,Standard-At-Risk,0.0005174851853385527,0.0,7YGH01I,low loyalty points; low average order value; short tenure,15.0,2159714.6100000003,4209.97,0,1
36,0,OS6EU9Z,0,2,0.0,0,2,1,7.0,277.92,3804.62,20.0,696.88,0,1,0,1,2,1,1017,low,high,high,0,value_low;engagement_high;price_sensitive,0.9729694124679228,Standard-At-Risk,0.5454708269683427,0.92,OS6EU9Z,low loyalty points; low average order value; long tenure,7.0,3869298.54,3804.62,0,0
58,0,N4AJZWR,1,0,0.0,0,1,2,22.0,212.07,28710.79,27.0,959.3743042,0,1,1,4,3,1,480,medium,low,high,1,value_medium;engagement_low;price_sensitive;support_risk,0.9729687866912865,VIP-At-Risk,0.9840597265221389,0.98,N4AJZWR,high loyalty points; high average order value; short tenure,22.0,13781179.200000001,28710.79,0,1
56,1,6CER5H3,1,0,0.0,0,1,2,11.0,0.0,6816.82,9.0,679.77,0,1,1,4,2,1,119,low,medium,high,1,value_low;engagement_medium;price_sensitive;support_risk,0.9729677805605855,Standard-At-Risk,0.9633242014178102,0.99,6CER5H3,low loyalty points; low average order value; short tenure,11.0,811201.58,6816.82,0,1
44,1,BC9XV6K,3,2,0.0,0,2,2,18.0,262.77,39669.88,26.0,592.19,1,0,0,1,2,1,490,high,low,normal,0,value_high;engagement_low,0.9729665426072545,Standard-At-Risk,0.0005626628306831878,0.0,BC9XV6K,low loyalty points; high average order value; short tenure,18.0,19438241.2,39669.88,0,0
31,1,X372MB7,1,2,0.0,0,1,0,7.0,846.08,42440.75,15.0,697.62,1,1,1,3,3,1,759,high,high,high,1,value_high;engagement_high;price_sensitive;support_risk,0.9729649249018655,Standard-At-Risk,0.9708098747966987,0.96,X372MB7,low loyalty points; high average order value; long tenure,7.0,32212529.25,42440.75,0,1
43,0,LA2J340,2,2,1.0,2,1,1,8.0,43.91,17387.19,14.0,643.0,0,1,1,3,0,1,1082,low,high,high,1,value_low;engagement_high;price_sensitive;support_risk,0.9729647835423275,Standard-At-Risk,0.9719125697644149,0.98,LA2J340,low loyalty points; low average order value; long tenure,8.0,18812939.58,17387.19,2,1
20,0,CR01J6S,0,2,1.0,2,1,0,10.0,33.89,6725.38,25.0,710.73,1,0,1,4,3,1,1041,low,high,high,1,value_low;engagement_high;price_sensitive;support_risk,0.9729639189974277,VIP-At-Risk,0.9566623080841107,0.34,CR01J6S,high loyalty points; low average order value; long tenure,10.0,7001120.58,6725.38,2,1
18,1,WZELUSU,3,0,1.0,1,2,1,7.0,82.93,38180.27,10.0,646.89,1,0,1,3,7,1,103,high,high,normal,1,value_high;engagement_high;support_risk,0.9729622071442715,Standard-At-Risk,0.9516827774584788,1.0,WZELUSU,low loyalty points; high average order value; short tenure,7.0,3932567.8099999996,38180.27,1,1
46,0,Z92QYZ3,3,2,0.0,0,2,0,15.0,0.0,41445.54,46.65952206,641.23,1,0,0,1,1,1,923,high,low,normal,0,value_high;engagement_low,0.9729618590256952,Standard-At-Risk,0.4556967079651941,0.76,Z92QYZ3,low loyalty points; high average order value; long tenure,15.0,38254233.42,41445.54,0,0
40,0,0TTVF88,0,0,1.0,0,2,1,12.0,126.63,44732.67,20.0,697.62,1,0,0,1,2,1,861,high,medium,normal,0,value_high;engagement_medium,0.9729614809817634,Standard-At-Risk,0.9657180156051061,0.98,0TTVF88,low loyalty points; high average order value; long tenure,12.0,38514828.87,44732.67,0,0
10,0,N5E6QWF,1,2,0.0,2,0,1,20.0,1396.78595,41553.32,7.0,630.1,0,1,0,1,3,1,283,high,low,high,0,value_high;engagement_low;price_sensitive,0.9729613171630559,Standard-At-Risk,0.0005384985827259879,0.0,N5E6QWF,low loyalty points; high average order value; short tenure,20.0,11759589.56,41553.32,2,0
62,1,UT4CUMJ,1,2,0.0,2,1,2,13.0,30.09,48568.05,12.0,338.6826814,0,1,0,1,3,1,88,high,medium,high,0,value_high;engagement_medium;price_sensitive,0.9729601413241409,Standard-At-Risk,0.0004797359795833048,0.0,UT4CUMJ,low loyalty points; high average order value; short tenure,13.0,4273988.4,48568.05,2,0
35,1,DSV82T0,0,0,1.0,1,2,2,11.0,32.62,43309.79,16.0,621.25,0,1,0,1,2,1,991,high,medium,high,0,value_high;engagement_medium;price_sensitive,0.9729588094528436,Standard-At-Risk,0.9670664369499823,0.93,DSV82T0,low loyalty points; high average order value; long tenure,11.0,42920001.89,43309.79,1,0
61,1,SDR3BSJ,1,2,0.0,0,2,2,8.0,0.0,42708.76,28.0,658.92,1,0,1,2,0,1,828,high,high,normal,1,value_high;engagement_high;support_risk,0.9729578525176723,Standard-At-Risk,0.0005174851853385527,0.0,SDR3BSJ,low loyalty points; high average order value; long tenure,8.0,35362853.28,42708.76,0,1
63,1,O92BTKT,2,0,1.0,0,3,1,13.0,202.1792788,19014.97,14.0,642.3,0,1,0,1,1,1,305,medium,medium,high,0,value_medium;engagement_medium;price_sensitive,0.9729574703341042,Standard-At-Risk,0.0005174851853385527,0.0,O92BTKT,low loyalty points; low average order value; short tenure,13.0,5799565.850000001,19014.97,0,0
39,0,2O5M9E6,2,2,1.0,2,2,0,22.0,32.93,47371.9,16.0,696.0,0,1,0,1,3,1,48,high,low,high,0,value_high;engagement_low;price_sensitive,0.9729564867632036,Standard-At-Risk,0.963661938581757,0.97,2O5M9E6,low loyalty points; high average order value; short tenure,22.0,2273851.2,47371.9,2,0
39,0,VXBGBI6,1,0,0.0,2,1,1,9.0,32.27,937.25,25.0,674.29,1,0,0,1,2,1,131,low,high,high,0,value_low;engagement_high;price_sensitive,0.9729563368956691,Standard-At-Risk,0.9766614596597026,0.98,VXBGBI6,low loyalty points; low average order value; short tenure,9.0,122779.75,937.25,2,0
20,1,71PO80Q,0,2,1.0,1,1,1,15.0,98.13,45968.13,16.0,668.88,0,1,1,0,1,1,143,high,low,high,1,value_high;engagement_low;price_sensitive;support_risk,0.9729562109581817,Standard-At-Risk,0.979119771942811,0.98,71PO80Q,low loyalty points; high average order value; short tenure,15.0,6573442.59,45968.13,1,1
22,1,C62FCYN,0,2,1.0,1,2,0,17.0,0.0,35354.31,23.0,601.38,1,0,0,1,7,1,818,medium,low,normal,0,value_medium;engagement_low,0.9729558034750884,Standard-At-Risk,0.9417018043964697,0.95,C62FCYN,low loyalty points; high average order value; long tenure,17.0,28919825.58,35354.31,1,0
54,2,JT03KJI,0,0,0.0,1,2,1,13.0,156.07,32463.61,16.0,639.82,1,0,1,0,2,1,288,medium,medium,normal,1,value_medium;engagement_medium;support_risk,0.9729534861815202,Standard-At-Risk,0.979339925253003,0.91,JT03KJI,low loyalty points; high average order value; short tenure,13.0,9349519.68,32463.61,1,1
41,0,ONBE6QV,0,2,1.0,2,1,1,9.0,558.96,22317.83,16.0,669.48,0,1,1,3,3,1,88,medium,high,high,1,value_medium;engagement_high;price_sensitive;support_risk,0.9729529465540959,Standard-At-Risk,0.977137002169322,0.99,ONBE6QV,low loyalty points; low average order value; short tenure,9.0,1963969.04,22317.83,2,1
32,0,ODDTWHY,0,2,0.0,0,3,1,16.0,49.67,2363.92,18.0,658.92,1,0,0,1,3,1,949,low,low,high,0,value_low;engagement_low;price_sensitive,0.9729512640474778,Standard-At-Risk,0.9772587233294673,0.99,ODDTWHY,low loyalty points; low average order value; long tenure,16.0,2243360.08,2363.92,0,0
53,0,SLSV3K2,1,2,0.0,2,1,2,11.0,35.24,9818.28,11.0,696.37,1,0,0,1,0,1,496,low,medium,high,0,value_low;engagement_medium;price_sensitive,0.9729512569353865,Standard-At-Risk,0.5301856928344101,0.23,SLSV3K2,low loyalty points; low average order value; short tenure,11.0,4869866.88,9818.28,2,0
29,0,VP8YE2R,3,2,1.0,2,1,1,14.0,290.1,34809.22,16.0,678.42,0,1,0,1,0,1,454,medium,medium,high,0,value_medium;engagement_medium;price_sensitive,0.9729511995195308,Standard-At-Risk,0.9154859244151807,0.73,VP8YE2R,low loyalty points; high average order value; short tenure,14.0,15803385.88,34809.22,2,0
